Title,Caption,Sentiment,Emotion,Desire,Inference Sequence
Senior Couple,Close up of a happy senior couple having coffee in a cafe,positive,happiness,romance,D-E-S
She's signed all her deals for the day,Cropped shot of a young businesswoman taking a break at her desk,neutral,neutral,none,D-S-E
Group of men fighting in bar,Group of men fighting in sports bar,negative,anger,vengeance,E-D-S
Happy girlfriends,Three young women laughing outdoors,positive,happiness,social-contact,S-D-E
Valentine's day,Young couple taking selfie outside,positive,happiness,romance,D-S-E
"Young woman crying, close-up","Young woman crying, close-up",negative,sad,none,D-S-E
Cheerful businessman working from home on phone,"Man in his 30s sitting on chair with laptop, on phone call, communication, owner, entrepreneur",positive,happiness,none,E-D-S
Furious senior male driver shaking fist and shouting,"Senior man driving is overcome by anger and shakes his fist, grimacing and shouting.",negative,anger,vengeance,E-S-D
Child abuse,Child abuse,negative,fear,tranquility,S-E-D
Young woman reading a book by the lake,"One female enjoying relaxing and reading book by a mountain lake in Alberta, Canada",neutral,neutral,none,S-E-D
Girl holding fake spider,Girl holding fake spider,negative,fear,curiosity,D-S-E
Girl blowing out birthday candle,"Young caucasian girl blows out a candle on a cupcake, at a princess costume themed birthday party.",positive,happiness,social-contact,D-S-E
Little girls sitting on floor with a book at day care,Three little girls sit on the floor with a book at day care. Two of them enjoy looking looking at the book together while the third looks sad and bored.,positive,happiness,curiosity,D-S-E
"Young woman enjoys view over Yangshuo, karst mountains","Young woman enjoys view over Yangshuo, karst mountains",neutral,neutral,none,D-S-E
His allergies are drawing unwanted attention,Cropped shot of a businessman blowing his nose while his colleagues look on in disgust,negative,disgust,none,S-E-D
Man on sofa using phone with Frenchie dog sleeping on his lap,French Bulldog resting on man's lap on sofa.,neutral,neutral,none,S-E-D
Family Standing and Praying in Church,Family Standing and Praying in Church,neutral,neutral,family,S-D-E
Portrait of laughing woman wearing glasses in front of blue background,Portrait of laughing woman wearing glasses in front of blue background,positive,happiness,none,S-E-D
Teenage boy using laptop at home,Teenage boy using laptop at home,neutral,neutral,none,D-S-E
"Woman lying on sofa using smart phone, smiling behind hand","Woman lying on sofa using smart phone, smiling behind hand",positive,happiness,none,E-S-D
Smelling sour milk,Smelling sour milk,negative,disgust,none,S-D-E
Smiling Senior Woman during workout,Senior woman working out in the city,positive,happiness,none,S-E-D
Couple watching the sunset in a convertible car.,Couple watching the sunset in a convertible car.,neutral,neutral,none,S-E-D
Friends toasting with wine and beer at rustic dinner party,Happy young friends having fun and toasting around mediterranean dinner party table in Italian countryside,positive,happiness,social-contact,S-D-E
Young Man Spy on Girlfriend's Cell Phone,Young Man Spy on Girlfriend's Cell Phone,negative,sad,romance,D-S-E
Portrait of laughing woman sharing drinks with friends in backyard on summer evening,Portrait of laughing woman sharing drinks with friends in backyard on summer evening,positive,happiness,social-contact,D-S-E
Fly fisherman,Fly fisherman,neutral,neutral,none,S-E-D
M really not in the mood to eat these vegetables,Shot of two confused looking children looking at vegetables on a plate that their parents expect them to eat while sitting around a table at home,negative,disgust,none,E-S-D
Our friendly agents are always ready to help,Shot of a female agent working in a call centre,positive,happiness,none,S-E-D
Portrait of a businessman shouting,Portrait of a businessman shouting,negative,anger,none,S-E-D
British male child looking concerned and worried,Studio portrait of a male child is looking up and away from the camera looking concerned and worried.,negative,sad,none,S-D-E
"Switzerland, Grosser Mythen, portrait of happy young couple hugging in mountainscape at sunrise","Switzerland, Grosser Mythen, portrait of happy young couple hugging in mountainscape at sunrise",positive,happiness,romance,D-E-S
Frightened old woman peeps through venetian blinds,Suspicious and scared old woman looks out through the slats of closed wooden blinds.,negative,fear,curiosity,D-S-E
Young man jumping in front of brick wall,Young man jumping in front of brick wall,positive,happiness,none,S-E-D
Beautiful emotional woman,Beautiful emotional woman,negative,fear,none,S-E-D
Smiling businessman in discussion at workstation,Smiling businessman in discussion at workstation in office,positive,happiness,none,S-E-D
Grandfather and grandson sitting on the floor at home using a tablet,Grandfather and grandson sitting on the floor at home using a tablet,neutral,neutral,family,D-E-S
Father reading to son,Young father of African descent is lying on the carpet in their living room and reading to his son.,neutral,neutral,family,D-S-E
It's okay to ask for help with your mental health,Shot of a man looking stressed while sitting on the sofa at home,negative,sad,none,S-E-D
Kids running in a Garden,"Young kids having fun, holding onto Daddies hand and running and spinning in a garden.",positive,happiness,family,E-S-D
M building mommy and daddy a new house,Shot of a couple relaxing while their daughter plays next to them,neutral,neutral,none,S-E-D
Young man reading a book at home,"Vintage toned portrait of a young man sitting at the table in the bright and beautiful apartment on the high floor in Belgrade, Serbia. He is wearing casual, everyday clothes, a brown shirt, reading a book and having a cup of coffee as well.",neutral,neutral,none,D-S-E
Fisherman's Tale,An Alaskan fisherman wades out into white water by a waterfall with a gill net in hand to catch fish. He is wearing waders and suspenders. Another male in a wetsuit is standing by to help.,neutral,neutral,none,D-S-E
Boy frowning at vegetables,Boy frowning at vegetables,negative,disgust,none,D-S-E
Excited young woman getting engaged.,Young surprised woman being proposed by her boyfriend.,positive,happiness,romance,D-E-S
Businessmen fighting by highway at night,Businessmen fighting by highway at night,negative,anger,vengeance,E-D-S
"Overworked healthcare worker looking through a window, very concerned, very tired","Mature Overworked healthcare worker looking through a window, very concerned, very tired",negative,sad,none,E-S-D
Mature man is using mobile phone at home,Mature man is in her modern apartment using a mobile phone,neutral,neutral,none,S-E-D
You’re more special to me than words could say,Shot of a happy senior woman spending quality time with her daughter outdoors,positive,happiness,family,D-S-E
Portrait of a beautiful sporty woman.,Portrait of a beautiful sporty woman enjoying the view after workout.,neutral,neutral,none,S-E-D
Connected in comfort,Young bautiful woman texting surfing the net on the sofa at home,positive,happiness,none,S-E-D
Senior couple walking in a forest.,Closeup front view of a senior couple walking in a forest and having fun. They are enjoying these beautiful fall colors while stepping over dry leaves and sipping water from water bottles.,positive,happiness,romance,D-S-E
Can't believe we're fighting about this again...,Unhappy Young American Woman Having Argument With Man At Home.,negative,sad,romance,D-E-S
"Young woman screaming, close-up","Young woman screaming, close-up",negative,anger,none,S-E-D
Feuding Couple in the Bedroom,Feuding Couple in the Bedroom,negative,sad,none,S-E-D
Boy eats a freshly picked vegetable in the garden with his father,Boy eats a freshly picked vegetable in the garden with his father,neutral,neutral,family,D-S-E
Mother playing with infant daughter at home,Mother playing with infant daughter at home,positive,happiness,family,S-E-D
Pensive Mature woman,Pensive mature woman looking at the camera,negative,sad,none,S-E-D
Two conflicting men,Two young adults having a conflict and facing each other. Toned image.,negative,anger,vengeance,D-E-S
Handsome young man spending time with his dog,Handsome young man spending time with his dog walking outdoors in the city,neutral,neutral,none,E-D-S
Interested middle school students in biology class,Attentive diverse middle school students listen to teacher during science class. The male teacher is holding a specimen container with a crawfish inside.,positive,happiness,curiosity,D-S-E
Father giving piggyback to son in hospital.,Bearded father giving piggyback to son at children's hospital. Male nurse and ill boy are in corridor. They are enjoying at hospital.,positive,happiness,family,D-S-E
"And the good news is, there’s more good news",Shot of a group of businesspeople clapping during a conference,positive,happiness,social-contact,S-E-D
Playful learning,"Teacher with a group of preschool children in a nursery. The children are sitting on the floor and listening teacher. Learning letters. In the background we can see a shelf with some, toys, black board and books. View from behind.",positive,happiness,curiosity,D-S-E
Mother and daughter are reading books in the nursery,Mother and daughter are reading books in the nursery,neutral,neutral,family,D-S-E
Woman Against Wall,Sad Woman Against Wall,negative,sad,none,S-E-D
"Mature female friends walking in park, holding water bottles","Mature female friends walking in park, holding water bottles",neutral,neutral,none,S-E-D
